Function,Argument,Utterance
matplotlib.axes.Axes.broken_barh,axes,"Set the Axes instance in which the artist resides , if any ."
matplotlib.axes.Axes.broken_barh,clim,"set the norm limits for image scaling ; if vmin is a length2 sequence , interpret it as ( vmin , vmax ) which is used to support setp"
matplotlib.axes.Axes.broken_barh,clip_box,Set the artist 's clip Bbox .
matplotlib.axes.Axes.broken_barh,clip_on,Set whether artist uses clipping .
matplotlib.axes.Axes.broken_barh,clip_path,"Set the artist 's clip path , which may be"
matplotlib.axes.Axes.broken_barh,closed,"If codes is None and closed is True , vertices will be treated as line segments of a closed polygon ."
matplotlib.axes.Axes.broken_barh,cmap,set the colormap for luminance data
matplotlib.axes.Axes.broken_barh,codes,"n-length array integers representing the codes of the path .|||n-length array integers representing the codes of the path . If not None , codes must be the same length as vertices . If None , vertices will be treated as a series of line segments ."
matplotlib.axes.Axes.broken_barh,color,Set both the edgecolor and the facecolor .
matplotlib.axes.Axes.broken_barh,color_cycle,Set the color cycle for any future plot commands on this Axes .
matplotlib.axes.Axes.broken_barh,contains,Replace the contains test used by this artist .
matplotlib.axes.Axes.broken_barh,cursor_props,Set the cursor property as
matplotlib.axes.Axes.broken_barh,edgecolor,Set the edgecolor(s ) of the collection .
matplotlib.axes.Axes.broken_barh,facecolor,Set the facecolor(s ) of the collection .
matplotlib.axes.Axes.broken_barh,figure,Set the Figure instance the artist belongs to .
matplotlib.axes.Axes.broken_barh,gid,Sets the ( group ) id for the artist
matplotlib.axes.Axes.broken_barh,hatch,Set the hatching pattern
matplotlib.axes.Axes.broken_barh,label,Set the label to s for auto legend .
matplotlib.axes.Axes.broken_barh,linestyle,Set the patch linestyle|||Set the linestyle(s ) for the collection .
matplotlib.axes.Axes.broken_barh,linewidth,Set the linewidth(s ) for the collection .
matplotlib.axes.Axes.broken_barh,norm,set the normalization instance
matplotlib.axes.Axes.broken_barh,offset_position,Set how offsets are applied .
matplotlib.axes.Axes.broken_barh,offsets,Set the offsets for the collection .
matplotlib.axes.Axes.broken_barh,path_effects,"set path_effects , which should be a list of instances of matplotlib.patheffect._Base class or its derivatives ."
matplotlib.axes.Axes.broken_barh,picker,Set the epsilon for picking used by this artist
matplotlib.axes.Axes.broken_barh,position,Set the axes position with
matplotlib.axes.Axes.broken_barh,prop_cycle,Set the property cycle for any future plot commands on this Axes .
matplotlib.axes.Axes.broken_barh,rasterized,Force rasterized ( bitmap ) drawing in vector backend output .
matplotlib.axes.Axes.broken_barh,readonly,Makes the path behave in an immutable way and sets the vertices and codes as read-only arrays .
matplotlib.axes.Axes.broken_barh,size_inches,Set the figure size in inches ( 1in = = 2.54cm )
matplotlib.axes.Axes.broken_barh,sizes,Set the sizes of each member of the collection .
matplotlib.axes.Axes.broken_barh,sketch_params,Sets the sketch parameters .
matplotlib.axes.Axes.broken_barh,snap,Sets the snap setting which may be
matplotlib.axes.Axes.broken_barh,title,Set a title for the axes .
matplotlib.axes.Axes.broken_barh,transform,Set the Transform instance used by this artist .
matplotlib.axes.Axes.broken_barh,url,Sets the url for the artist
matplotlib.axes.Axes.broken_barh,vertices,"The ( n , 2 ) float array , masked array or sequence of pairs representing the vertices of the path ."
matplotlib.axes.Axes.broken_barh,visible,Set the artist 's visiblity .
matplotlib.axes.Axes.broken_barh,xlabel,Set the label for the xaxis .
matplotlib.axes.Axes.broken_barh,xlim,Set the data limits for the xaxis
matplotlib.axes.Axes.broken_barh,xmargin,Set padding of X data limits prior to autoscaling .
matplotlib.axes.Axes.broken_barh,xranges,A collection of horizontal bars spanning yrange with a sequence of xranges .
matplotlib.axes.Axes.broken_barh,xscale,Set the scaling of the x-axis
matplotlib.axes.Axes.broken_barh,xticklabels,Set the xtick labels with list of strings labels .
matplotlib.axes.Axes.broken_barh,xticks,Set the x ticks with list of ticks
matplotlib.axes.Axes.broken_barh,ylabel,Set the label for the yaxis
matplotlib.axes.Axes.broken_barh,ylim,Set the data limits for the yaxis
matplotlib.axes.Axes.broken_barh,ymargin,Set padding of Y data limits prior to autoscaling .
matplotlib.axes.Axes.broken_barh,yrange,A collection of horizontal bars spanning yrange with a sequence of xranges .
matplotlib.axes.Axes.broken_barh,yscale,Set the scaling of the y-axis
matplotlib.axes.Axes.broken_barh,yticklabels,Set the y tick labels with list of strings labels .
matplotlib.axes.Axes.broken_barh,yticks,Set the y ticks with list of ticks
matplotlib.axes.Axes.broken_barh,zorder,Set the zorder for the artist .
matplotlib.axes.Axes.bxp,boxprops,"If provided , will set the plotting style of the boxes"
matplotlib.axes.Axes.bxp,bxpstats,A list of dictionaries containing stats for each boxplot . Required keys are :|||A list of dictionaries containing stats for each boxplot .
matplotlib.axes.Axes.bxp,capprops,"If provided , will set the plotting style of the caps"
matplotlib.axes.Axes.bxp,flierprops,If provided will set the plotting style of the fliers
matplotlib.axes.Axes.bxp,manage_xticks,If the function should adjust the xlim and xtick locations .
matplotlib.axes.Axes.bxp,meanline,"If True ( and showmeans is True ) , will try to render the mean as a line spanning the full width of the box according to meanprops . Not recommended if shownotches is also True . Otherwise , means will be shown as points .|||If True ( and showmeans is True ) , will try to render the mean as a line spanning the full width of the box according to meanprops ."
matplotlib.axes.Axes.bxp,meanprops,"If provided , will set the plotting style of the means"
matplotlib.axes.Axes.bxp,medianprops,"If provided , will set the plotting style of the medians"
matplotlib.axes.Axes.bxp,patch_artist,If False produces boxes with the Line2D artist . If True produces boxes with the Patch artist .|||If False produces boxes with the Line2D artist .
matplotlib.axes.Axes.bxp,positions,Sets the positions of the boxes .|||Sets the positions of the boxes . The ticks and limits are automatically set to match the positions .
matplotlib.axes.Axes.bxp,showbox,"If True , will toggle one the rendering of box"
matplotlib.axes.Axes.bxp,showcaps,"If True , will toggle one the rendering of the caps"
matplotlib.axes.Axes.bxp,showfliers,"If True , will toggle one the rendering of the fliers"
matplotlib.axes.Axes.bxp,showmeans,"If True , will toggle one the rendering of the means"
matplotlib.axes.Axes.bxp,shownotches,"If False ( default ) , produces a rectangular box plot .|||If False ( default ) , produces a rectangular box plot . If True , will produce a notched box plot"
matplotlib.axes.Axes.bxp,vert,"If True ( default ) , makes the boxes vertical .|||If True ( default ) , makes the boxes vertical . If False , makes horizontal boxes ."
matplotlib.axes.Axes.bxp,whiskerprops,"If provided , will set the plotting style of the whiskers"
matplotlib.axes.Axes.bxp,widths,"Either a scalar or a vector and sets the width of each box . The default is 0.5 , or 0.15*(distance between extreme positions ) if that is smaller .|||Either a scalar or a vector and sets the width of each box ."
matplotlib.axes.Axes.bxp,x,"Make a box and whisker plot for each column of x or each vector in sequence x .|||Make a box and whisker plot for each column of x or each vector in sequence x . The box extends from the lower to upper quartile values of the data , with a line at the median . The whiskers extend from the box to show the range of the data . Flier points are those past the end of the whiskers ."
matplotlib.axes.Axes.clabel,colors,"if None , the color of each label matches the color of the corresponding contour if one string color , e.g. , colors = ' r ' or colors = ' red ' , all labels will be plotted in this color if a tuple of matplotlib color args ( string , float , rgb , etc ) , different labels will be plotted in different colors in the order specified|||if None , the color of each label matches the color of the corresponding contour"
matplotlib.axes.Axes.clabel,cs,"Adds labels to line contours in cs , where cs is a ContourSet object returned by contour ."
matplotlib.axes.Axes.clabel,fmt,"a format string for the label . Default is ' %1.3f ' Alternatively , this can be a dictionary matching contour levels with arbitrary strings to use for each contour level ( i.e. , fmt[level]=string ) , or it can be any callable , such as a Formatter instance , that returns a string when called with a numeric contour level .|||a format string for the label ."
matplotlib.axes.Axes.clabel,fontsize,"size in points or relative size e.g. , ' smaller ' , ' x-large '"
matplotlib.axes.Axes.clabel,inline,controls whether the underlying contour is removed or not . Default is True .|||controls whether the underlying contour is removed or not .
matplotlib.axes.Axes.clabel,inline_spacing,"space in pixels to leave on each side of label when placing inline .|||space in pixels to leave on each side of label when placing inline . Defaults to 5 . This spacing will be exact for labels at locations where the contour is straight , less so for labels on curved contours ."
matplotlib.axes.Axes.clabel,manual,"if True , contour labels will be placed manually using mouse clicks . Click the first button near a contour to add a label , click the second button ( or potentially both mouse buttons at once ) to finish adding labels . The third button can be used to remove the last label added , but only if labels are not inline . Alternatively , the keyboard can be used to select label locations ( enter to end label placement , delete or backspace act like the third mouse button , and any other key will select a label location ) . manual can be an iterable object of x,y tuples . Contour labels will be created as if mouse is clicked at each x,y positions .|||if True , contour labels will be placed manually using mouse clicks ."
matplotlib.axes.Axes.clabel,rightside_up,"if True ( default ) , label rotations will always be plus or minus 90 degrees from level ."
matplotlib.axes.Axes.clabel,use_clabeltext,"if True ( default is False ) , ClabelText class ( instead of matplotlib.Text ) is used to create labels . ClabelText recalculates rotation angles of texts during the drawing time , therefore this can be used if aspect of the axes changes .|||if True ( default is False ) , ClabelText class ( instead of matplotlib.Text ) is used to create labels ."
matplotlib.axes.Axes.clabel,v,only labels contours listed in v .
matplotlib.axes.Axes.cohere,Cxy,"The return value is a tuple ( Cxy , f ) , where f are the frequencies of the coherence vector ."
matplotlib.axes.Axes.cohere,Fs,"The sampling frequency ( samples per time unit ) .|||The sampling frequency ( samples per time unit ) . It is used to calculate the Fourier frequencies , freqs , in cycles per time unit . The default value is 2 ."
matplotlib.axes.Axes.cohere,_interpolation_steps,"Used as a hint to certain projections , such as Polar , that this path should be linearly interpolated immediately before drawing . This attribute is primarily an implementation detail and is not intended for public use .|||Used as a hint to certain projections , such as Polar , that this path should be linearly interpolated immediately before drawing ."
matplotlib.axes.Axes.cohere,agg_filter,set agg_filter fuction .
