elem_id,name,full_name,type,parent_id,rtype,count,utter,utter_expand
mpl.collections.Collection.check_update,check_update,matplotlib.collections.Collection.check_update,func,mpl.collections.Collection,,0,"if mappable has changed since the last check , return true ; else return false","if mappable has changed since the last check , return true ; else return false"
mpl.collections.CircleCollection.set_offsets@offsets,offsets,matplotlib.collections.CircleCollection.set_offsets@offsets,arg,mpl.collections.CircleCollection.set_offsets,,0,set the offsets for the collection . offsets can be a scalar or a sequence,set the offsets for the collection . offsets can be a scalar or a sequence .
plt.imshow._image_skew_coordinate,_image_skew_coordinate,matplotlib.pyplot.imshow._image_skew_coordinate,func,plt.imshow,,5,,
mpl.collections.EllipseCollection.set_facecolor@c,c,matplotlib.collections.EllipseCollection.set_facecolor@c,arg,mpl.collections.EllipseCollection.set_facecolor,,0,set the facecolor(s ) of the collection . c can be a matplotlib color spec,"set the facecolor(s ) of the collection . c can be a matplotlib color spec ( all patches have same color ) , or a sequence of specs ; if it is a sequence the patches will cycle through the sequence ."
plt.gca.plot_vswr_circle@real,real,matplotlib.axes.Axes.plot_vswr_circle@real,arg,plt.gca.plot_vswr_circle,,3,,
mpl.collections.AsteriskPolygonCollection.pickable,pickable,matplotlib.collections.AsteriskPolygonCollection.pickable,func,mpl.collections.AsteriskPolygonCollection,,0,return true if artist is pickable .,return true if artist is pickable .
plt.matplotlib.pyplot.yticks@1,1,matplotlib.pyplot.matplotlib.pyplot.yticks@1,arg,plt.matplotlib.pyplot.yticks,,1,,
plt.matplotlib.pyplot.yticks@0,0,matplotlib.pyplot.matplotlib.pyplot.yticks@0,arg,plt.matplotlib.pyplot.yticks,,1,,
mpl.axis.Axis.update_units,update_units,matplotlib.axis.Axis.update_units,func,mpl.axis.Axis,,0,introspect data for units converter and update the axis.converter instance if necessary .,introspect data for units converter and update the axis.converter instance if necessary .
plt.fill_between.set_facecolor@0,0,matplotlib.pyplot.fill_between.set_facecolor@0,arg,plt.fill_between.set_facecolor,,1,,
plt.axes.set_xticklabels,set_xticklabels,matplotlib.pyplot.axes.set_xticklabels,func,plt.axes,,5,,
mpl.text.TextWithDash.set_position@y,y,matplotlib.text.TextWithDash.set_position@y,arg,mpl.text.TextWithDash.set_position,,0,"set the ( x , y ) position of the textwithdash .","set the ( x , y ) position of the textwithdash ."
plt.boxplot@vert,vert,matplotlib.pyplot.boxplot@vert,arg,plt.boxplot,,40,"if true ( default ) , makes the boxes vertical .","if true ( default ) , makes the boxes vertical ."
ax.semilogy@visible,visible,matplotlib.axes.Axes.semilogy@visible,arg,ax.semilogy,,0,set the artist 's visiblity .,set the artist 's visiblity .
plt.acorr@markevery,markevery,matplotlib.pyplot.acorr@markevery,arg,plt.acorr,,0,set the markevery property to subsample the plot when using markers .,set the markevery property to subsample the plot when using markers .
plt.angle_spectrum@dash_capstyle,dash_capstyle,matplotlib.pyplot.angle_spectrum@dash_capstyle,arg,plt.angle_spectrum,,0,set the cap style for dashed linestyles,set the cap style for dashed linestyles
ax.hlines@contains,contains,matplotlib.axes.Axes.hlines@contains,arg,ax.hlines,,0,replace the contains test used by this artist .,replace the contains test used by this artist .
plt.arrow@hatch,hatch,matplotlib.pyplot.arrow@hatch,arg,plt.arrow,,0,set the hatching pattern,set the hatching pattern
plt.csd@title,title,matplotlib.pyplot.csd@title,arg,plt.csd,,0,set a title for the axes .,set a title for the axes .
plt.subplot.loglog@1,1,matplotlib.pyplot.subplot.loglog@1,arg,plt.subplot.loglog,,1,,
plt.subplot.loglog@0,0,matplotlib.pyplot.subplot.loglog@0,arg,plt.subplot.loglog,,1,,
plt.gca.zaxis.label.set_rotation@0,0,matplotlib.axes.Axes.zaxis.label.set_rotation@0,arg,plt.gca.zaxis.label.set_rotation,,4,,
ax.phase_spectrum@ymargin,ymargin,matplotlib.axes.Axes.phase_spectrum@ymargin,arg,ax.phase_spectrum,,0,set padding of y data limits prior to autoscaling .,set padding of y data limits prior to autoscaling .
plt.figure.Figure,Figure,matplotlib.pyplot.figure.Figure,func,plt.figure,,2,,
plt.arrow@aspect,aspect,matplotlib.pyplot.arrow@aspect,arg,plt.arrow,,0,aspect,aspect
plt.bar@height,height,matplotlib.pyplot.bar@height,arg,plt.bar,,52,the heights of the bars,the heights of the bars
plt.figure.add_subplot@label,label,matplotlib.pyplot.figure.add_subplot@label,arg,plt.figure.add_subplot,,14,,
plt.plot@19,19,matplotlib.pyplot.plot@19,arg,plt.plot,,4,,
plt.plot@18,18,matplotlib.pyplot.plot@18,arg,plt.plot,,4,,
plt.gca.text2D@verticalalignment,verticalalignment,matplotlib.axes.Axes.text2D@verticalalignment,arg,plt.gca.text2D,,2,set the vertical alignment,set the vertical alignment
plt.barh@snap,snap,matplotlib.pyplot.barh@snap,arg,plt.barh,,0,sets the snap setting which may be,sets the snap setting which may be
plt.plot@11,11,matplotlib.pyplot.plot@11,arg,plt.plot,,11,,
plt.plot@10,10,matplotlib.pyplot.plot@10,arg,plt.plot,,11,,
plt.plot@13,13,matplotlib.pyplot.plot@13,arg,plt.plot,,8,,
plt.plot@12,12,matplotlib.pyplot.plot@12,arg,plt.plot,,8,,
plt.annotate@arrowprops@width,width,matplotlib.pyplot.annotate@arrowprops@width,argkey,plt.annotate@arrowprops,,22,,
plt.plot@14,14,matplotlib.pyplot.plot@14,arg,plt.plot,,5,,
plt.plot@17,17,matplotlib.pyplot.plot@17,arg,plt.plot,,4,,
plt.plot@16,16,matplotlib.pyplot.plot@16,arg,plt.plot,,4,,
plt.pcolormesh.get_axes.pcolor@vmax,vmax,matplotlib.pyplot.pcolormesh.get_axes.pcolor@vmax,arg,plt.pcolormesh.get_axes.pcolor,,1,,
plt.gca.ravel.ravel.imshow@extent,extent,matplotlib.axes.Axes.ravel.ravel.imshow@extent,arg,plt.gca.ravel.ravel.imshow,,2,,
plt.pie.axes,axes,matplotlib.pyplot.pie.axes,func,plt.pie,,1,,
ax.text2D@bbox,bbox,matplotlib.axes.Axes.text2D@bbox,arg,ax.text2D,,0,draw a bounding box around self .,draw a bounding box around self .
plt.matplotlib.rcParams,rcParams,matplotlib.pyplot.matplotlib.rcParams,func,plt.matplotlib,,61,,
plt.figure.dpi_scale_trans.inverted,inverted,matplotlib.pyplot.figure.dpi_scale_trans.inverted,func,plt.figure.dpi_scale_trans,,7,,
plt.get_current_fig_manager.canvas.setFont@0,0,matplotlib.pyplot.get_current_fig_manager.canvas.setFont@0,arg,plt.get_current_fig_manager.canvas.setFont,,1,,
plt.get_current_fig_manager.canvas.setFont@1,1,matplotlib.pyplot.get_current_fig_manager.canvas.setFont@1,arg,plt.get_current_fig_manager.canvas.setFont,,1,,
plt.psd@picker,picker,matplotlib.pyplot.psd@picker,arg,plt.psd,,0,sets the event picker details for the line .,sets the event picker details for the line .
plt.gca.get_figure.colorbar.ax.axes.tick_params,tick_params,matplotlib.axes.Axes.get_figure.colorbar.ax.axes.tick_params,func,plt.gca.get_figure.colorbar.ax.axes,,1,,
plt.gca.get_yaxis.set_visible@0,0,matplotlib.axes.Axes.get_yaxis.set_visible@0,arg,plt.gca.get_yaxis.set_visible,,32,,
plt.annotate@picker,picker,matplotlib.pyplot.annotate@picker,arg,plt.annotate,,0,set the epsilon for picking used by this artist,set the epsilon for picking used by this artist
mpl.backends.backend_pdf.PdfPages.infodict,infodict,matplotlib.backends.backend_pdf.PdfPages.infodict,func,mpl.backends.backend_pdf.PdfPages,,0,return a modifiable information dictionary object ( see pdf reference section 10.2.1 ' document information,return a modifiable information dictionary object ( see pdf reference section 10.2.1 ' document information dictionary ' ) .
plt.gca.p1,p1,matplotlib.axes.Axes.p1,func,plt.gca,,1,,
plt.gca.set_yunits@0,0,matplotlib.axes.Axes.set_yunits@0,arg,plt.gca.set_yunits,,1,,
plt.semilogy@markevery,markevery,matplotlib.pyplot.semilogy@markevery,arg,plt.semilogy,,0,set the markevery property to subsample the plot when using markers .,set the markevery property to subsample the plot when using markers .
plt.twinx.twiny.invert_xaxis,invert_xaxis,matplotlib.pyplot.twinx.twiny.invert_xaxis,func,plt.twinx.twiny,,1,,
ax.quiver@codes,codes,matplotlib.axes.Axes.quiver@codes,arg,ax.quiver,,0,n-length array integers representing the codes of the path .,n-length array integers representing the codes of the path .
mpl.collections.AsteriskPolygonCollection.set_alpha,set_alpha,matplotlib.collections.AsteriskPolygonCollection.set_alpha,func,mpl.collections.AsteriskPolygonCollection,,0,set the alpha tranparencies of the collection .,set the alpha tranparencies of the collection .
plt.grid@column,column,matplotlib.pyplot.grid@column,arg,plt.grid,,11,,
plt.gca.imshow.set_data@0,0,matplotlib.pyplot.imshow.set_data@0,arg,plt.gca.imshow.set_data,,1,,
mpl.mathtext.MathTextParser.to_rgba,to_rgba,matplotlib.mathtext.MathTextParser.to_rgba,func,mpl.mathtext.MathTextParser,,0,"a valid mathtext string , e.g. , r'iq","a valid mathtext string , e.g. , r'iq"
plt.figure.get_dpi,get_dpi,matplotlib.pyplot.figure.get_dpi,func,plt.figure,,24,,
mpl.collections.PathCollection.set_sketch_params@scale,scale,matplotlib.collections.PathCollection.set_sketch_params@scale,arg,mpl.collections.PathCollection.set_sketch_params,,0,"the amplitude of the wiggle perpendicular to the source line , in pixels . if","the amplitude of the wiggle perpendicular to the source line , in pixels . if scale is none , or not provided , no sketch filter will be provided ."
plt.Figure.add_subplot@projection,projection,matplotlib.pyplot.Figure.add_subplot@projection,arg,plt.Figure.add_subplot,,1,,
ax.loglog@sketch_params,sketch_params,matplotlib.axes.Axes.loglog@sketch_params,arg,ax.loglog,,0,sets the sketch parameters .,sets the sketch parameters .
plt.Figure.set_canvas,set_canvas,matplotlib.pyplot.Figure.set_canvas,func,plt.Figure,,9,,
plt.gca.set_anchor,set_anchor,matplotlib.axes.Axes.set_anchor,func,plt.gca,,1,anchor,anchor
plt.get_current_fig_manager.set_window_title@0,0,matplotlib.pyplot.get_current_fig_manager.set_window_title@0,arg,plt.get_current_fig_manager.set_window_title,,2,,
ax.step@scaley,scaley,matplotlib.axes.Axes.step@scaley,arg,ax.step,,0,autoscale the view limits using the data limits . you can selectively autoscale only a,"autoscale the view limits using the data limits . you can selectively autoscale only a single axis , e.g. , the xaxis by setting scaley to false . the autoscaling preserves any axis direction reversal that has already been done ."
plt.gca.ravel.ravel.imshow@origin,origin,matplotlib.axes.Axes.ravel.ravel.imshow@origin,arg,plt.gca.ravel.ravel.imshow,,1,,
plt.plot_series,plot_series,matplotlib.pyplot.plot_series,func,plt,,1,,
plt.gca.zaxis.set_rotate_label,set_rotate_label,matplotlib.axes.Axes.zaxis.set_rotate_label,func,plt.gca.zaxis,,6,,
plt.get_current_fig_manager.toolbar.GetToolState,GetToolState,matplotlib.pyplot.get_current_fig_manager.toolbar.GetToolState,func,plt.get_current_fig_manager.toolbar,,1,,
plt.colorbar.ax.get_xaxis.get_major_ticks.label1.set_fontsize@0,0,matplotlib.pyplot.colorbar.ax.get_xaxis.get_major_ticks.label1.set_fontsize@0,arg,plt.colorbar.ax.get_xaxis.get_major_ticks.label1.set_fontsize,,3,,
mpl.collections.RegularPolyCollection.pick,pick,matplotlib.collections.RegularPolyCollection.pick,func,mpl.collections.RegularPolyCollection,,0,each child artist will fire a pick event if mouseevent is over the artist and,each child artist will fire a pick event if mouseevent is over the artist and the artist has picker set
plt.axvline@xticks,xticks,matplotlib.pyplot.axvline@xticks,arg,plt.axvline,,0,set the x ticks with list of ticks,set the x ticks with list of ticks
plt.gca.yaxis.get_major_formatter.base@0,0,matplotlib.axes.Axes.yaxis.get_major_formatter.base@0,arg,plt.gca.yaxis.get_major_formatter.base,,3,,
ax.set_xticklabels@vertices,vertices,matplotlib.axes.Axes.set_xticklabels@vertices,arg,ax.set_xticklabels,,0,"the ( n , 2 ) float array , masked array or sequence of pairs","the ( n , 2 ) float array , masked array or sequence of pairs representing the vertices of the path ."
plt.rgrids@labels,labels,matplotlib.pyplot.rgrids@labels,arg,plt.rgrids,,1,"if labels is none , the rformatter will be used","if labels is none , the rformatter will be used"
plt.hist@lw,lw,matplotlib.pyplot.hist@lw,arg,plt.hist,,34,,
plt.hist@ls,ls,matplotlib.pyplot.hist@ls,arg,plt.hist,,12,,
mpl.backend_bases.NavigationToolbar2.home,home,matplotlib.backend_bases.NavigationToolbar2.home,func,mpl.backend_bases.NavigationToolbar2,,0,restore the original view,restore the original view
plt.psd@_interpolation_steps,_interpolation_steps,matplotlib.pyplot.psd@_interpolation_steps,arg,plt.psd,,0,"used as a hint to certain projections , such as polar , that this path","used as a hint to certain projections , such as polar , that this path should be linearly interpolated immediately before drawing . this attribute is primarily an implementation detail and is not intended for public use ."
mpl.figure.Figure.savefig@orientation,orientation,matplotlib.figure.Figure.savefig@orientation,arg,mpl.figure.Figure.savefig,,0,not supported on all backends ; currently only on postscript output,not supported on all backends ; currently only on postscript output
plt.gca.set_autoscalez_on@0,0,matplotlib.axes.Axes.set_autoscalez_on@0,arg,plt.gca.set_autoscalez_on,,1,,
plt.tricontourf@antialiased,antialiased,matplotlib.pyplot.tricontourf@antialiased,arg,plt.tricontourf,,0,enable antialiasing,enable antialiasing
plt.axhline@title,title,matplotlib.pyplot.axhline@title,arg,plt.axhline,,0,set a title for the axes .,set a title for the axes .
plt.scatter.set_marker@0,0,matplotlib.pyplot.scatter.set_marker@0,arg,plt.scatter.set_marker,,1,,
plt.table.run_forward.append,append,matplotlib.pyplot.table.run_forward.append,func,plt.table.run_forward,,4,,
plt.barbs@offset_position,offset_position,matplotlib.pyplot.barbs@offset_position,arg,plt.barbs,,0,set how offsets are applied .,set how offsets are applied .
ax.clabel@v,v,matplotlib.axes.Axes.clabel@v,arg,ax.clabel,,0,only labels contours listed in v .,only labels contours listed in v .
plt.findobj@include_self,include_self,matplotlib.pyplot.findobj@include_self,arg,plt.findobj,,0,"if include_self is true ( default ) , include self in the list to be","if include_self is true ( default ) , include self in the list to be checked for a match ."
ax.cohere@color_cycle,color_cycle,matplotlib.axes.Axes.cohere@color_cycle,arg,ax.cohere,,0,set the color cycle for any future plot commands on this axes .,set the color cycle for any future plot commands on this axes .
mpl.artist.Artist.findobj@match,match,matplotlib.artist.Artist.findobj@match,arg,mpl.artist.Artist.findobj,,0,match can be,match can be
plt.pcolormesh@yscale,yscale,matplotlib.pyplot.pcolormesh@yscale,arg,plt.pcolormesh,,0,set the scaling of the y-axis,set the scaling of the y-axis
plt.isinteractive,isinteractive,matplotlib.pyplot.isinteractive,func,plt,,4,return status of interactive mode .,return status of interactive mode .
plt.axes.append@0,0,matplotlib.pyplot.axes.append@0,arg,plt.axes.append,,6,,
mpl.sankey.Sankey.add@xmargin,xmargin,matplotlib.sankey.Sankey.add@xmargin,arg,mpl.sankey.Sankey.add,,0,set padding of x data limits prior to autoscaling .,set padding of x data limits prior to autoscaling .
mpl.collections.TriMesh.set_color,set_color,matplotlib.collections.TriMesh.set_color,func,mpl.collections.TriMesh,,0,set both the edgecolor and the facecolor .,set both the edgecolor and the facecolor .
ax.set_ylabel@rotation_mode,rotation_mode,matplotlib.axes.Axes.set_ylabel@rotation_mode,arg,ax.set_ylabel,,0,set text rotation mode .,set text rotation mode .
plt.gca.scartter,scartter,matplotlib.axes.Axes.scartter,func,plt.gca,,1,,
plt.pcolormesh.get_axes.text@2,2,matplotlib.pyplot.pcolormesh.get_axes.text@2,arg,plt.pcolormesh.get_axes.text,,2,,
plt.pcolormesh.get_axes.text@1,1,matplotlib.pyplot.pcolormesh.get_axes.text@1,arg,plt.pcolormesh.get_axes.text,,2,,
plt.pcolormesh.get_axes.text@0,0,matplotlib.pyplot.pcolormesh.get_axes.text@0,arg,plt.pcolormesh.get_axes.text,,2,,
mpl.collections.CircleCollection.check_update,check_update,matplotlib.collections.CircleCollection.check_update,func,mpl.collections.CircleCollection,,0,"if mappable has changed since the last check , return true ; else return false","if mappable has changed since the last check , return true ; else return false"
